dataset,group,table_id,gt_text,vision_text,text_text,winner,vt_diff,vision_vs_gt,text_vs_gt
SciTSR,test,test::1407.3636v1.7,nacionalnu pripadnost,nacionalnu pripadnost,nacionalnu rippadnost,vision,other semantic,correct,other semantic
SciTSR,test,test::1407.3636v1.7,words tuple,e^{out},words tuple,text,other semantic,other semantic,correct
SciTSR,test,test::1407.3636v1.7,,words tuple,,text,empty content,empty content,correct
SciTSR,test,test::1407.3636v1.7,in selectivity,,in selectivity,text,missing cell,missing cell,correct
SciTSR,test,test::1407.3636v1.7,w,words tuple,w,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1407.3636v1.7,narodnim novinama,narodnim novinama,narodnm novinama,vision,other semantic,correct,other semantic
SciTSR,test,test::1408.5601v2.7,correlation,,correlation,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,feature,,feature,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,42.04,42.04 10.67,42.04,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1408.5601v2.7,14.29,,14.29,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,43.30,43.30 24.14,43.30,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1408.5601v2.7,12.18,,12.18,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,casia,casia replay-attack,casia,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1408.5601v2.7,24.14,,24.14,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,replay-attack,,replay-attack,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,45.92,45.92 10.07,45.92,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1408.5601v2.7,20.45,,20.45,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,10.07,,10.07,text,missing cell,missing cell,correct
SciTSR,test,test::1408.5601v2.7,10.67,,10.67,text,missing cell,missing cell,correct
SciTSR,test,test::1409.1055v1.5,the normalised distances,,the normalised distances,text,missing cell,missing cell,correct
SciTSR,test,test::1409.2983v1.1,total # people,total # people # residents # workers # visitors,total # people,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1409.2983v1.1,# workers,# people aged up to 20 # people aged 21 to 30 # people aged 31 to 40 # people aged 41 to 50 # people aged 51 to 60 # people aged over 60,# workers,text,other semantic,other semantic,correct
SciTSR,test,test::1409.2983v1.1,# males,,# males,text,missing cell,missing cell,correct
SciTSR,test,test::1409.2983v1.1,# residents,# males # females,# residents,text,other semantic,other semantic,correct
SciTSR,test,test::1506.08959v2.4,interior parts,,interior parts,text,missing cell,missing cell,correct
SciTSR,test,test::1507.01053v1.3,model,,model,text,missing cell,missing cell,correct
SciTSR,test,test::1507.01053v1.3,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1507.01053v1.4,model,,model,text,missing cell,missing cell,correct
SciTSR,test,test::1507.01053v1.4,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1507.04646v1.4,81.1,81.1,81.2 82.8,vision,numeric value,correct,numeric value
SciTSR,test,test::1507.04646v1.4,path+ner,path+ner,path-sub,vision,other semantic,correct,other semantic
SciTSR,test,test::1507.04646v1.4,80.3,80.3,80.8 82.0,vision,numeric value,correct,numeric value
SciTSR,test,test::1507.04646v1.4,82.0,82.0,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,80.8,80.8,81.1 82.4,vision,numeric value,correct,numeric value
SciTSR,test,test::1507.04646v1.4,path,path,path-wn,vision,truncation / merge,correct,truncation / merge
SciTSR,test,test::1507.04646v1.4,200-d,200-d,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,path+wn,path+wn,path-ner,vision,other semantic,correct,other semantic
SciTSR,test,test::1507.04646v1.4,82.8,82.8,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,81.2,81.2,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,f1,f1,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,81.8,81.8,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,path+sub,path+sub,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,50-d,50-d,80.3 81.8,vision,other semantic,correct,other semantic
SciTSR,test,test::1507.04646v1.4,model,model,,vision,missing cell,correct,missing cell
SciTSR,test,test::1507.04646v1.4,82.4,82.4,,vision,missing cell,correct,missing cell
SciTSR,test,test::1508.06073v2.11,0.5239,0.5239,0.52339,vision,numeric value,correct,numeric value
SciTSR,test,test::1508.06073v2.11,chalap - jaccard - benchmarks,chalap - jaccard - benchmarks,chalp = jaccard = benchmarks,vision,other semantic,correct,other semantic
SciTSR,test,test::1508.06073v2.7,granularity for activity recognition,granularity for activity recognition,,vision,missing cell,correct,missing cell
SciTSR,test,test::1508.06073v2.7,68.7,68.7,68.3,vision,numeric value,correct,numeric value
SciTSR,test,test::1508.06073v2.7,68.3,68.3,69.9,vision,numeric value,correct,numeric value
SciTSR,test,test::1508.06073v2.7,69.9,69.9,68.9,vision,numeric value,correct,numeric value
SciTSR,test,test::1508.06073v2.7,,,67.3,vision,empty content,correct,empty content
SciTSR,test,test::1508.06073v2.7,70.1,70.1,,vision,missing cell,correct,missing cell
SciTSR,test,test::1508.06073v2.7,67.3,67.3,68.7,vision,numeric value,correct,numeric value
SciTSR,test,test::1508.06073v2.7,68.9,68.9,64.5,vision,numeric value,correct,numeric value
SciTSR,test,test::1508.06073v2.7,64.5,64.5,70.1,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.00151v3.3,20,4,20,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,20,,20,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00151v3.3,0.2827,0.2813,0.2827,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,0.2805,,0.2805,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00151v3.3,20,4,20,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,4,8,4,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,8,12,8,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,in stage ii,4,in stage ii,text,other semantic,other semantic,correct
SciTSR,test,test::1509.00151v3.3,12,20,12,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,overall,overall accuracy,overall,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.00151v3.3,0.2802,0.2757,0.2802,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,0.2813,0.2802,0.2813,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,8,12,8,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,4,8,4,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,4,8,4,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,12,20,12,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,8,12,8,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,12,20,12,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,0.2927,0.2805,0.2927,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,12,20,12,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,20,,20,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00151v3.3,in stage i,4,in stage i,text,other semantic,other semantic,correct
SciTSR,test,test::1509.00151v3.3,0.3006,0.2927,0.3006,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,#clusters,#clusters in stage i,#clusters,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.00151v3.3,accuracy,0.2827,accuracy,text,other semantic,other semantic,correct
SciTSR,test,test::1509.00151v3.3,4,8,4,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,8,12,8,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,#clusters,#clusters in stage ii,#clusters,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.00151v3.3,0.3030,0.3006,0.3030,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00151v3.3,0.2757,0.3030,0.2757,text,numeric value,numeric value,correct
SciTSR,test,test::1509.00643v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,actor,,actor,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,object,,object,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,business continuity plan,,business continuity plan,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,"insurance, liability limitation,",,"insurance, liability limitation,",text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,"secure state restoring mechanisms,",,"secure state restoring mechanisms,",text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,location,,location,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,"system logs, ids","system logs, ids",,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.00643v1.1,"insurance, liability limitation,",,"insurance, liability limitation,",text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,"security cameras, visitor logs","security cameras, visitor logs",,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.00643v1.1,object,,object,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,business continuity plan,,business continuity plan,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,actor,,actor,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00643v1.1,location,,location,text,missing cell,missing cell,correct
SciTSR,test,test::1509.00670v1.1,actions (avg. per user per active day) (b),actions (avg. per user per active day) (b),,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.00670v1.1,participation (a),participation (a),,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,egospace w/ opt.,egospace w/ opt.,egospac w/ opt.,vision,other semantic,correct,other semantic
SciTSR,test,test::1509.02094v1.2,0.124,0.124,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,indoor,,indoor,text,missing cell,missing cell,correct
SciTSR,test,test::1509.02094v1.2,0.259,0.259,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,egospace w/ opt.,egospace w/ opt.,egospac w/ opt.,vision,other semantic,correct,other semantic
SciTSR,test,test::1509.02094v1.2,0.571,0.571,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,egospace w/o opt.,egospace w/o opt.,egospac w/o opt.,vision,other semantic,correct,other semantic
SciTSR,test,test::1509.02094v1.2,0.103,0.103,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,egospace w/o opt.,egospace w/o opt.,egospac w/o opt.,vision,other semantic,correct,other semantic
SciTSR,test,test::1509.02094v1.2,0.221,0.221,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,0.443,0.443,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.02094v1.2,outdoor,,outdoor,text,missing cell,missing cell,correct
SciTSR,test,test::1509.02094v1.2,0.331,0.331,0.381,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03611v2.2,# of types,# of types,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03611v2.2,# of tokens,# of tokens,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,41.81,41.81,72.90,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,91.88,91.88,65.28,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,58.85,58.85,41.81,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,60.20,60.20,41.65,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,43.2,43.2,29.22,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,84.85,84.85,91.88,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,65.67,65.67,43.2,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,65.28,65.28,95.80,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,86.43,86.43,78.92,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,41.65,41.65,86.43,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,74.63,74.63,91.57,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,69.95,69.95,49.96,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,43.18,43.18,83.86,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,37.94,37.94,70.58,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,64.04,64.04,72.00,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1509.03739v1.2,95.21,95.21,74.63,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,83.86,83.86,64.04,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,89.61,89.61,60.20,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,29.22,29.22,60.66,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,78.79,78.79,95.21,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,71.38,71.38,58.85,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,57.86,57.86,69.95,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,42.80,42.80,37.94,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,49.96,49.96,78.33,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,70.63,70.63,42.80,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,68.16,68.16,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,72.90,72.90,62.73,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,72.00,72.00,50.71,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,80.64,80.64,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,43.84,43.84,47.62,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,39.57,39.57,40.25,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,95.80,95.80,87.34,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,87.34,87.34,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,27.48,27.48,48.66,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,59.38,59.38,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,27.94,27.94,43.84,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,78.33,78.33,61.54,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,39.58,39.58,27.94,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,26.14,26.14,18.87,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,82.50,82.50,35.63,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,50.00,50.00,59.38,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,57.93,57.93,59.38,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,28.48,28.48,20.61,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,48.66,48.66,47.15,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,51.38,51.38,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,44.79,44.79,50.00,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,40.00,40.00,27.48,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,62.73,62.73,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,40.63,40.63,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,38.11,38.11,50.88,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,70.58,70.58,68.16,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,35.63,35.63,57.93,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,59.38,59.38,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,40.25,40.25,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,47.15,47.15,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,78.92,78.92,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,20.83,20.83,14.69,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,50.88,50.88,52.85,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,39.63,39.63,40.63,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,47.62,47.62,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,41.30,41.30,38.11,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,91.57,91.57,80.64,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,52.85,52.85,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,60.66,60.66,51.38,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,18.87,18.87,43.14,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,43.14,43.14,43.12,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,61.54,61.54,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,72.50,72.50,44.79,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,50.71,50.71,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,43.12,43.12,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.03739v1.2,20.61,20.61,39.57,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.03739v1.2,14.69,14.69,39.63,vision,numeric value,correct,numeric value
SciTSR,test,test::1509.07029v1.4,n,n,,vision,missing cell,correct,missing cell
SciTSR,test,test::1509.08329v1.1,4,5,4,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,6,7,6,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,6,,6,text,missing cell,missing cell,correct
SciTSR,test,test::1509.08329v1.1,expanded dim,expanded dim per node,expanded dim,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.08329v1.1,80,40,80,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,40,6,40,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,per node,64,per node,text,other semantic,other semantic,correct
SciTSR,test,test::1509.08329v1.1,160,80,160,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,per node,100,per node,text,other semantic,other semantic,correct
SciTSR,test,test::1509.08329v1.1,100,160,100,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,output dim,output dim per node,output dim,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.08329v1.1,64,80,64,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,40,,40,text,missing cell,missing cell,correct
SciTSR,test,test::1509.08329v1.1,2,3,2,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,5,6,5,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,input dim,input dim per node,input dim,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.08329v1.1,number,number of nodes,number,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1509.08329v1.1,of nodes,8x8,of nodes,text,other semantic,other semantic,correct
SciTSR,test,test::1509.08329v1.1,80,,80,text,missing cell,missing cell,correct
SciTSR,test,test::1509.08329v1.1,per node,40,per node,text,other semantic,other semantic,correct
SciTSR,test,test::1509.08329v1.1,3,4,3,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,8,,8,text,missing cell,missing cell,correct
SciTSR,test,test::1509.08329v1.1,7,8,7,text,numeric value,numeric value,correct
SciTSR,test,test::1509.08329v1.1,1,2,1,text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,28.035,,28.035,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(14.247),28.035 (7.998),(14.247),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,30.587,30.587 (9.812),30.587,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,(7.996),,(7.996),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,one-step,centralized (x10^-4),one-step,text,other semantic,other semantic,correct
SciTSR,test,test::1511.01443v2.1,28.038,,28.038,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,38.478,38.478 (14.247),38.478,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,(7.996),,(7.996),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,69.898,69.898 (27.655),69.898,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,28.038,,28.038,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(7.998),,(7.998),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,28.865,28.865 (8.443),28.865,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,28.038,,28.038,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(7.989),28.038 (7.996),(7.989),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,28.039,,28.039,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(8.145),28.038 (7.996),(8.145),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,28.066,28.066 (7.989),28.066,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,(27.655),28.039 (8.017),(27.655),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,simple avg,simple avg (x10^-4),simple avg,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,28.247,28.247 (8.145),28.247,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,(7.996),,(7.996),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(8.017),,(8.017),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(7.996),,(7.996),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(8.443),28.038 (7.996),(8.443),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,(7.996),,(7.996),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(7.982),28.038 (7.996),(7.982),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,28.038,,28.038,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.1,(9.812),28.038 (7.996),(9.812),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.1,28.036,28.036 (7.982),28.036,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.1,28.038,,28.038,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,one-step,centralized (x10^-3),one-step,text,other semantic,other semantic,correct
SciTSR,test,test::1511.01443v2.2,(4.789),22.784 (4.060),(4.789),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,(4.062),,(4.062),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(6.461),22.772 (4.048),(6.461),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,38.484,38.484 (10.692),38.484,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,23.818,23.818 (4.789),23.818,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,23.066,23.066 (4.299),23.066,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,87.896,87.896 (22.782),87.896,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,1796.147,1796.147 (324.274),1796.147,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,simple avg,simple avg (x10^-3),simple avg,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,(4.060),,(4.060),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(3.998),,(3.998),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(22.782),22.612 (3.835),(22.782),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,(4.048),,(4.048),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,22.772,,22.772,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,24.589,,24.589,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,26.907,26.907 (6.461),26.907,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1511.01443v2.2,22.784,,22.784,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,151.440,,151.440,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,22.725,,22.725,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(4.299),22.787 (4.062),(4.299),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,(3.835),,(3.835),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,22.612,,22.612,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(10.692),22.725 (3.998),(10.692),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,(4.651),,(4.651),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(43.745),,(43.745),text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(324.274),151.440 (43.745),(324.274),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,22.787,,22.787,text,missing cell,missing cell,correct
SciTSR,test,test::1511.01443v2.2,(67.489),24.589 (4.651),(67.489),text,numeric value,numeric value,correct
SciTSR,test,test::1511.01443v2.2,322.274,322.274 (67.489),322.274,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1706.08653v2.12,using g,,using g,text,missing cell,missing cell,correct
SciTSR,test,test::1706.08653v2.12,semantic,,semantic,text,missing cell,missing cell,correct
SciTSR,test,test::1706.09138v1.5,senmatic labels → cityscapes imags,senmatic labels → cityscapes imags,senmatic labels → cityscapes images,vision,other semantic,correct,other semantic
SciTSR,test,test::1707.00380v1.2,r = 10,r = 10,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.00380v1.2,r = 100,r = 100,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0209,> 1.0209,>1.0209,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,> 1.0536,> 1.0536,>1.0536,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0528,> 1.0528,>1.0528,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0201,> 1.0201,>1.0201,vision,symbolic,correct,symbolic
