dataset,group,table_id,gt_text,vision_text,text_text,winner,vt_diff,vision_vs_gt,text_vs_gt
A25,CompSci,CompSci::15696-6,82.3,82.3,82.3 83.0 84.1 86.0,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15696-6,(wan et al. 2006),(wan et al. 2006),"(hu et al. 2014) (socher et al. 2011) (yin and schütze 2015) - without pretraining (yin and schütze 2015) - with pretraining (he, gimpel, and lin 2015) - without pos embeddings (he, gimpel, and lin 2015) - with pos and para. embeddings",vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15696-6,75.6,75.6,69.9 76.8 72.5 78.1 77.8 78.6,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15696-6,83.0,83.0,80.9 83.6 81.4 84.4 n/a 84.7,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15696-6,"(madnani, tetreault, and chodorow 2012)","(madnani, tetreault, and chodorow 2012)",ca-rnn s (att),vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15696-6,77.4,77.4,77.3,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15696-6,84.1,84.1,84.0,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15696-6,(ji and eisenstein 2013),(ji and eisenstein 2013),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,80.4,80.4,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,86.0,86.0,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,(hu et al. 2014),(hu et al. 2014),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,69.9,69.9,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,80.9,80.9,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,(socher et al. 2011),(socher et al. 2011),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,76.8,76.8,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,83.6,83.6,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,72.5,72.5,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15696-6,81.4,81.4,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15700-1,0 %,0%,0 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15700-1,15 %,15%,15 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15700-1,30 %,30%,30 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15700-1,45 %,45%,45 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15700-1,60 %,60%,60 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15700-1,75 %,75%,75 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15700-1,hoad,hoad,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15700-1,0.6512 ± 0.0445,0.6512±0.0445 (2.15×10-15),0.6512 ± 0.0445,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.6036 ± 0.0451,0.6036±0.0451 (4.58×10-10),0.6036 ± 0.0451,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.5815 ± 0.0429,0.5815±0.0429 (1.16×10-12),0.5815 ± 0.0429,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.5598 ± 0.0461,0.5598±0.0461 (9.24×10-6),0.5598 ± 0.0461,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.5302 ± 0.0470,0.5302±0.0470 (4.10×10-17),0.5302 ± 0.0470,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.5067 ± 0.0474,0.5067±0.0474 (1.98×10-20),0.5067 ± 0.0474,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.8946 ± 0.0397,0.7038±0.0458 (3.16×10-19),0.8946 ± 0.0397,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.8739 ± 0.0475,0.6798±0.0462 (6.22×10-20),0.8739 ± 0.0475,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.8519 ± 0.0511,0.6512±0.0471 (1.84×10-15),0.8519 ± 0.0511,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.8340 ± 0.0467,0.6264±0.0475 (8.16×10-16),0.8340 ± 0.0467,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.8017 ± 0.0554,0.5984±0.0476 (2.58×10-15),0.8017 ± 0.0554,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.7811 ± 0.0569,0.5603±0.0481 (4.41×10-20),0.7811 ± 0.0569,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15700-1,0.7038 ± 0.0458,0.9385±0.0260,0.7038 ± 0.0458,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15700-1,0.6798 ± 0.0462,0.9177±0.0252,0.6798 ± 0.0462,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15700-1,0.6512 ± 0.0471,0.8826±0.0259,0.6512 ± 0.0471,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15700-1,0.6264 ± 0.0475,0.8543±0.0245,0.6264 ± 0.0475,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15700-1,0.5984 ± 0.0476,0.8291±0.0258,0.5984 ± 0.0476,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15700-1,0.5603 ± 0.0481,0.8055±0.0243,0.5603 ± 0.0481,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15700-1,0.7612 ± 0.0551,,0.7612 ± 0.0551,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.7408 ± 0.0566,,0.7408 ± 0.0566,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.7054 ± 0.0561,,0.7054 ± 0.0561,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.6819 ± 0.0570,,0.6819 ± 0.0570,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.6590 ± 0.0582,,0.6590 ± 0.0582,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.6244 ± 0.0578,,0.6244 ± 0.0578,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,ours,,ours,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.9385 ± 0.0260,,0.9385 ± 0.0260,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.9177 ± 0.0252,,0.9177 ± 0.0252,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.8826 ± 0.0259,,0.8826 ± 0.0259,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.8543 ± 0.0245,,0.8543 ± 0.0245,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.8291 ± 0.0258,,0.8291 ± 0.0258,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15700-1,0.8055 ± 0.0243,,0.8055 ± 0.0243,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15701-2,datasets,,datasets,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15701-2,nmi index (%),nmi index (%),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,karrer,karrer,karrer snmf bnmtf mndp dnr,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15701-2,snmf,snmf,dnr,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15701-2,bnmtf,bnmtf,cnrce,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15701-2,mndp,mndp,netmrf,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15701-2,netmrf,netmrf,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,100,100,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,100,100,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,93.98,93.98,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,93.24,93.24,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,56.88,56.88,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,92.42,92.42,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,71.83,71.83,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,37.24,37.24,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,25.76,25.76,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,45.24,45.24,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15701-2,16.89,16.89,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.648 (± 0.0080),0.648 (± 0.0080),0. (± 0.0080),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.641 (± 0.0011),0.641 (± 0.0011),0.461 (± 0.0011),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.639 (± 0.0052),0.639 (± 0.0052),0.339 (± 0.0052),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.936 (± 0.0123),0.936 (± 0.0123),0. (± 0.0123),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.77 (± 0.0019),0.777 (± 0.0019),0.77 (± 0.0019),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,0.944 (± 0.0033),0.944 (± 0.0033),0.494 (± 0.0033),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,epinions d=5,epinions d=5,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,mae,mae,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.891 (± 0.0135),0.891 (± 0.0135),0.99 (± 0.0135),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.077 (± 0.0132),1.077 (± 0.0027),1.077 (± 0.0132),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,1.067 (± 0.0020),1.067 (± 0.0124),1.067 (± 0.0020),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,1.401 (± 0.0002),1.041 (± 0.0002),1.401 (± 0.0002),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,ciao d=5,ciao d=5,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,mae,mae,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.771 (± 0.0010),0.771 (± 0.0100),0.771 (± 0.0010),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,0.757 (± 0.0016),0.757 (± 0.0016),0.757 (± 0.0051),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.907 (± 0.0051),0.907 (± 0.0051),0.907 (± 0.0010),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.757 (± 0.0010),0.757 (± 0.0010),,vision,empty content,correct,empty content
A25,CompSci,CompSci::15706-3,0.728 (± 0.0016),0.728 (± 0.0016),0.278 (± 0.0016),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.021 (± 0.0114),1.021 (± 0.0114),1.029 (± 0.0114),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.029 (± 0.0082),1.029 (± 0.0082),0.990 (± 0.0028),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.190 (± 0.0147),0.990 (± 0.0029),1.190 (± 0.0147),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,0.990 (± 0.0020),1.190 (± 0.0147),0.990 (± 0.0020),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,0.977 (± 0.0020),0.990 (± 0.0020),0.977 (± 0.0020),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,0.960 (± 0.0033),0.977 (± 0.0102),0.960 (± 0.0033),text,numeric value,numeric value,correct
A25,CompSci,CompSci::15706-3,0.638 (± 0.0076),0.638 (± 0.0076),0.38 (± 0.0076),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.615 (± 0.0018),0.615 (± 0.0018),0.615 (± 0.0041),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.891 (± 0.0076),0.891 (± 0.0076),0.8981 (± 0.0076),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.868 (± 0.0120),0.868 (± 0.0120),0.688 (± 0.0018),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.845 (± 0.0025),0.845 (± 0.0025),0.886 (± 0.0202),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.786 (± 0.0017),0.786 (± 0.0017),0.786 (± 0.0055),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.789 (± 0.0055),0.789 (± 0.0055),0.789 (± 0.0015),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.041 (± 0.0150),1.041 (± 0.0150),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.959 (± 0.0030),0.959 (± 0.0030),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.007 (± 0.0122),1.007 (± 0.0122),0.959 (± 0.030),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,0.951 (± 0.0031),0.951 (± 0.0031),1.007 (± 0.0031),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,epinions d=10,epinions d=10,epi,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15706-3,0.799 (± 0.0019),0.799 (± 0.0019),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.143 (± 0.0116),1.143 (± 0.0116),1.143 (± 0.0105),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.087 (± 0.0032),1.087 (± 0.0032),1.087 (± 0.032),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.233 (± 0.0163),1.233 (± 0.0163),2.133 (± 0.0163),vision,numeric value,correct,numeric value
A25,CompSci,CompSci::15706-3,1.103 (± 0.0023),1.103 (± 0.0023),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.067 (± 0.0110),1.067 (± 0.0110),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.038 (± 0.0001),1.038 (± 0.0001),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,ciao d=10,ciao d=10,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,mae,mae,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.823 (± 0.0130),0.823 (± 0.0130),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.768 (± 0.0108),0.768 (± 0.0108),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.769 (± 0.0087),0.769 (± 0.0087),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.753 (± 0.0016),0.753 (± 0.0016),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.821 (± 0.0038),0.821 (± 0.0038),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.745 (± 0.0012),0.745 (± 0.0012),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.738 (± 0.0053),0.738 (± 0.0053),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.722 (± 0.0019),0.722 (± 0.0019),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,rmse,rmse,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.088 (± 0.0099),1.088 (± 0.0099),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.017 (± 0.0110),1.017 (± 0.0110),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.018 (± 0.0084),1.018 (± 0.0084),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.976 (± 0.0026),0.976 (± 0.0026),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.082 (± 0.0134),1.082 (± 0.0134),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,1.022 (± 0.0018),1.022 (± 0.0018),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.964 (± 0.0108),0.964 (± 0.0108),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15706-3,0.955 (± 0.0029),0.955 (± 0.0029),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15712-1,0.361,0.366,0.361,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15826-2,41.67 ± 0,41.67±0,41.67 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,68.63 ± 0,68.63±0,68.63 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,51.46 ± 0,51.46±0,51.46 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,47.90 ± 0.24,47.90±0.24,47.90 ± 0.24,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,73.04 ± 0.79,73.04±0.79,73.04 ± 0.79,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,50.91 ± 0.20,50.91±0.20,50.91 ± 0.20,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,74.33 ± 0,74.33±0,74.33 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,83.58 ± 0,83.58±0,83.58 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,73.08 ± 0,73.08±0,73.08 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,43.01 ± 0,43.01±0,43.01 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,73.77 ± 0,73.77±0,73.77 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,56.23 ± 0,56.23±0,56.23 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,76.48 ± 0,76.48±0,76.48 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,85.78 ± 0,85.78±0,85.78 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,78.15 ± 0,78.15±0,78.15 ± 0,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,79.93 ± 0.16,79.93±0.16,79.93 ± 0.16,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,92.30 ± 0.21,92.30±0.21,92.30 ± 0.21,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15826-2,79.01 ± 0.22,79.01±0.22,79.01 ± 0.22,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16016-1,short yes/no reply to a question raised in the previous email,short yes/no reply to a question raised in the previous email,"short yes/no reply to a question raised in the previous email simple acknowledgements such as 'got it', 'thank you.'",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::16016-1,reply-other,reply-other,investigate,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,reply to the thread based on information that is available without doing any additional investigation.,reply to the thread based on information that is available without doing any additional investigation.,look into some questions/problems to gather the necessary information and reply with that information.,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,investigate,investigate,send-new-email,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,look into some questions/problems to gather the necessary information and reply with that information.,look into some questions/problems to gather the necessary information and reply with that information.,write a new email that is not a reply to the current thread.,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,send-new-email,send-new-email,setup-,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,write a new email that is not a reply to the current thread.,write a new email that is not a reply to the current thread.,set up appointments/cancel appointments.,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,setup-appointment,setup-appointment,appointment,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::16016-1,set up appointments/cancel appointments.,set up appointments/cancel appointments.,approve requests (typically from subordinates) through an external system such as an expense report system etc.,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,approve-request,approve-request,share-content,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,approve requests (typically from subordinates) through an external system such as an expense report system etc.,approve requests (typically from subordinates) through an external system such as an expense report system etc.,"share content, as an attachment, a link in the email body, or a location on the network that is known to both the sender and recipients",vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16016-1,share-content,share-content,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::16016-1,"share content, as an attachment, a link in the email body, or a location on the network that is known to both the sender and recipients",approve requests (typically from subordinates) through an external system such as an expense report system etc.,"share content, as an attachment, a link in the email body, or a location on the network that is known to both the sender and recipients",text,other semantic,other semantic,correct
A25,CompSci,CompSci::16016-3,50890,50 890,50890,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16016-3,121917,121 917,121917,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16016-3,15813,15 813,15813,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16016-3,42952,42 952,42952,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16016-3,50812,50 812,50812,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16016-3,416721,416 721,416721,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-1,"2,430k","2,430k","2,430 k",vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16018-1,84k,84k,84 k,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16018-1,145k,145k,145 k,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16018-1,"1,611k","1,611k","1,611 k",vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16018-1,25k,25k,25 k,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16018-7,petrov and klein (2007) †,petrov and klein (2007)†,petrov and klein (2007) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,socher et al. (2013) ‡,socher et al. (2013)†,socher et al. (2013) ‡,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16018-7,zhu et al. (2013) †,zhu et al. (2013)†,zhu et al. (2013) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,liu and zhang (2017a) †,liu and zhang (2017a)†,liu and zhang (2017a) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,watanabe and sumita (2015) †,watanabe and sumita (2015)†,watanabe and sumita (2015) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,durrett and klein (2015) †,durrett and klein (2015)†,durrett and klein (2015) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,cross and huang (2016) †,cross and huang (2016)†,cross and huang (2016) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,dyer et al. (2016) †,dyer et al. (2016)†,dyer et al. (2016) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,91,91.7,91,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,"stern, andreas, and klein (2017) †","stern, andreas, and klein (2017)†","stern, andreas, and klein (2017) †",text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,liu and zhang (2017b) ‡,liu and zhang (2017b) †,liu and zhang (2017b) ‡,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16018-7,petrov (2010) (ensemble) †,petrov (2010) (ensemble)†,petrov (2010) (ensemble) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,vaswani et al. (2017) †,vaswani et al. (2017)†,vaswani et al. (2017) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,91,91.3,91,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,vinyals et al. (2015) (ensemble),vinyals et al. (2015) (ensemble)†,vinyals et al. (2015) (ensemble),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,ma et al. (2017) (ensemble),ma et al. (2017) (ensemble)†,ma et al. (2017) (ensemble),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,this paper (ensemble),this paper (ensemble)†,this paper (ensemble),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,this paper (single) †,this paper (single)†,this paper (single) †,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16018-7,charniak and johnson (2005),charniak and johnson (2005)†,charniak and johnson (2005),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,huang (2008),huang (2008)†,huang (2008),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,choe and charniak (2016),choe and charniak (2016)†,choe and charniak (2016),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,dyer et al. (2016),dyer et al. (2016)†,dyer et al. (2016),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,kuncoro et al. (2017),kuncoro et al. (2017)†,kuncoro et al. (2017),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,"wang, mi, and xue (2015)","wang, mi, and xue (2015)†","wang, mi, and xue (2015)",text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,zhu et al. (2013),zhu et al. (2013)†,zhu et al. (2013),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,vinyals et al. (2015),vinyals et al. (2015)†,vinyals et al. (2015),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,choe and charniak (2016),choe and charniak (2016)†,choe and charniak (2016),text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16018-7,93.8,93.8,1,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16023-1,the immediate or ancestral entity's superclass,the immediate or ancestral entity’s superclass,the immediate or ancestral entity's superclass,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16023-1,the entity's location of origin,the entity’s location of origin,the entity's location of origin,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16023-1,the main goal of the entity's existence or occurrence,the main goal of the entity’s existence or occurrence,the main goal of the entity's existence or occurrence,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16023-1,a fact whose occurrence is/was linked to the entity's existence or occurrence,a fact whose occurrence is/was linked to the entity’s existence or occurrence,a fact whose occurrence is/was linked to the entity's existence or occurrence,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16023-1,a determiner expression that doesn't constrain the supertype-differentia scope,a determiner expression that doesn’t constrain the supertype-differentia scope,a determiner expression that doesn't constrain the supertype-differentia scope,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16023-2,bpi,,bpi,text,missing cell,missing cell,correct
A25,CompSci,CompSci::16023-2,ghs,,ghs,text,missing cell,missing cell,correct
A25,CompSci,CompSci::16023-2,pr,,pr,text,empty content,empty content,correct
A25,CompSci,CompSci::16023-2,f1,,f1,text,empty content,empty content,correct
A25,CompSci,CompSci::16023-2,pr,,pr,text,empty content,empty content,correct
A25,CompSci,CompSci::16023-2,f1,,f1,text,empty content,empty content,correct
A25,CompSci,CompSci::16025-5,he et al. (2017),he et al. (2017),,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::16025-5,precision,precision,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,recall,recall,precision,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16025-5,f1,f1,recall,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::16025-5,91.0,91.0,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,91.9,91.9,91.0,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,91.4,91.4,91.9,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,86.2,86.2,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,86.9,86.9,86.2,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,86.6,86.6,86.9,vision,numeric value,correct,numeric value
